Plant,Market,Cost
P097,M045,34.42
P097,M046,10.47
P097,M047,11.36
P097,M048,8.3
P097,M050,23.04
P097,M051,27.040000000000003
P097,M052,9.9
P097,M053,28.3
P097,M055,4.87
P097,M056,31.899999999999995
P097,M057,15.7
P097,M058,15.51
P097,M059,24.429999999999996
P097,M060,6.93
P097,M062,29.69
P097,M063,38.57
P097,M064,11.13
P097,M065,39.52
P097,M066,16.29
P097,M067,25.65
P097,M068,21.5
P097,M069,27.93
P097,M070,28.14
P097,M071,16.34
P097,M072,19.73
P097,M074,9.69
P097,M075,26.47
P097,M077,15.74
P097,M078,23.56
P097,M079,35.39
P097,M080,7.07
P097,M081,7.63
P097,M082,22.03
P097,M083,15.44
P097,M084,9.56
P097,M085,20.67
P097,M086,6.15
P097,M087,16.51
P097,M088,14.05
P097,M089,20.89
P097,M090,21.75
P097,M091,14.45
P097,M092,19.87
P097,M093,6.59
P097,M094,2.9
P097,M095,22.19
P097,M096,30.59
P097,M097,19.36
P097,M098,6.61
P097,M099,38.76
P097,M100,14.449999999999998
P098,M001,40.43
P098,M002,37.49
P098,M003,34.27
P098,M004,40.89
P098,M005,39.91
P098,M006,38.75
P098,M007,26.679999999999996
P098,M009,6.32
P098,M010,5.82
P098,M011,16.01
P098,M013,17.07
P098,M014,26.5
P098,M015,5.25
P098,M016,13.84
P098,M017,19.71
P098,M018,21.81
P098,M020,39.07
P098,M021,8.74
P098,M022,12.69
P098,M023,4.75
P098,M027,27.44
P098,M028,17.56
P098,M029,3.67
P098,M030,41.63
P098,M031,4.98
P098,M032,19.37
P098,M033,28.12
P098,M034,27.78
P098,M035,40.98
P098,M036,26.33
P098,M037,4.21
P098,M038,38.07
P098,M040,26.3
P098,M041,11.020000000000001
P098,M042,5.08
P098,M043,15.8
P098,M044,19.99
P098,M045,26.59
P098,M046,28.05
P098,M047,13.25
P098,M048,11.32
P098,M049,36.2
P098,M050,33.38
P098,M051,37.87
P098,M052,39.46
P098,M053,20.87
P098,M054,8.57
P098,M055,22.66
P098,M056,31.48
P098,M057,31.67
P098,M059,4.81
P098,M061,4.84
P098,M062,4.3
P098,M063,16.9
P098,M064,16.33
P098,M065,9.52
P098,M066,12.63
P098,M067,28.08
P098,M068,30.72
P098,M069,28.47
P098,M070,12.97
P098,M071,14.99
P098,M072,16.69
P098,M073,35.07
P098,M074,23.0
P098,M075,23.95
P098,M076,40.3
P098,M079,24.86
P098,M080,29.24
P098,M081,25.55
P098,M082,30.93
P098,M083,29.56
P098,M085,25.869999999999997
P098,M086,10.44
P098,M087,30.22
P098,M088,37.13
P098,M089,39.62
P098,M091,34.84
P098,M092,19.36
P098,M094,34.52
P098,M095,11.07
P098,M096,32.78
P098,M100,28.44
P099,M001,37.72
P099,M002,26.06
P099,M003,4.82
P099,M004,32.68
P099,M005,4.0
P099,M006,30.62
P099,M007,29.16
P099,M008,34.49
P099,M009,33.57
P099,M011,33.88
P099,M012,22.33
P099,M013,30.77
P099,M014,36.62
P099,M015,25.66
P099,M016,35.38
P099,M018,38.73
P099,M021,31.6
P099,M022,36.1
P099,M023,39.13
P099,M024,26.77
P099,M026,24.73
P099,M027,27.93
P099,M028,12.2
P099,M029,24.83
P099,M031,23.66
P099,M032,11.99
P099,M033,11.99
P099,M034,13.95
P099,M035,13.41
P099,M037,32.93
P099,M039,26.43
P099,M041,13.53
P099,M042,6.98
P099,M043,16.14
P099,M044,10.35
P099,M045,33.76
P099,M047,11.03
P099,M048,19.7
P099,M049,11.54
P099,M050,18.82
P099,M051,16.18
P099,M052,18.8
P099,M053,35.51
P099,M054,11.49
P099,M055,30.37
P099,M058,10.3
P099,M059,29.44
P099,M060,36.64
P099,M061,35.67
P099,M064,41.44
P099,M065,38.23
P099,M068,14.77
P099,M069,4.11
P099,M071,36.3
P099,M072,7.04
P099,M073,31.45
P099,M074,9.87
P099,M075,19.33
P099,M076,34.47
P099,M079,22.67
P099,M080,31.81
P099,M081,31.2
P099,M082,20.19
P099,M083,33.79
P099,M084,19.96
P099,M085,35.9
P099,M086,28.6
P099,M087,33.22
P099,M088,11.53
P099,M089,32.55
P099,M091,22.12
P099,M092,5.3
P099,M093,3.5
P099,M095,17.88
P099,M097,37.23
P099,M098,23.54
P099,M100,11.17
P100,M001,19.85
P100,M002,3.87
P100,M003,8.26
P100,M004,21.74
P100,M006,14.06
P100,M007,41.51
P100,M008,14.67
P100,M009,36.5
P100,M010,39.84
P100,M011,18.89
P100,M012,31.68
P100,M013,37.72
P100,M014,26.06
P100,M015,21.99
P100,M016,24.17
P100,M017,31.3
P100,M019,33.1
P100,M020,31.179999999999996
P100,M021,10.16
P100,M022,8.64
P100,M023,22.42
P100,M024,33.84
P100,M025,9.89
P100,M026,32.61
P100,M027,36.01
P100,M028,38.04
P100,M029,30.34
P100,M030,39.88
P100,M034,35.48
P100,M035,31.47
P100,M036,7.03
P100,M037,20.44
P100,M038,20.24
P100,M039,16.79
P100,M040,4.85
P100,M041,6.0
P100,M044,19.31
P100,M045,11.29
P100,M046,5.94
P100,M048,34.91
P100,M049,19.38
P100,M050,12.04
P100,M051,20.1
P100,M052,15.15
P100,M053,10.46
P100,M054,13.73
P100,M055,37.09
P100,M056,37.16
P100,M057,6.160000000000001
P100,M058,10.62
P100,M059,39.5
P100,M060,16.93
P100,M061,13.05
P100,M062,23.78
P100,M064,21.53
P100,M065,22.52
P100,M066,28.83
P100,M067,6.81
P100,M068,38.6
P100,M069,38.85
P100,M070,8.54
P100,M071,32.64
P100,M072,41.56
P100,M073,7.080000000000001
P100,M074,24.570000000000004
P100,M075,20.19
P100,M077,29.35
P100,M078,11.589999999999998
P100,M079,13.87
P100,M080,38.86
P100,M081,36.36
P100,M082,11.24
P100,M083,22.06
P100,M084,24.12
P100,M085,17.22
P100,M086,26.39
P100,M087,32.79
P100,M088,31.88
P100,M089,14.89
P100,M090,15.63
P100,M091,4.01
P100,M093,14.8
P100,M094,25.98
P100,M095,30.959999999999997
P100,M096,25.679999999999996
P100,M098,32.76
P100,M099,20.85
